municipality_number, postcode_number, postcode_supplement, pct_in_municipality
5268,6833,0,99.73
5257,6834,0,100
5269,6835,0,100
5269,6837,0,100
5269,6837,2,100
5269,6838,0,100
5269,6838,2,100
5269,6838,3,100
5269,6839,0,100
5249,6850,0,0.6
5254,6850,0,99.4
5254,6852,0,100
5254,6853,0,99.66
5266,6853,0,0.34
5266,6854,0,100
5266,6855,0,100
5254,6862,0,100
5254,6863,0,100
5254,6864,0,100
5254,6865,0,100
5254,6866,0,100
5160,6867,0,100
5249,6872,0,1.92
5254,6872,0,98.08
5254,6872,1,100
5249,6873,0,100
5249,6874,0,100
5249,6875,0,100
5249,6875,2,100
5249,6875,3,100
5249,6877,0,0.15
5251,6877,0,99.85
5260,6883,0,100
5192,6900,0,99.96
5196,6900,0,0.04
5192,6900,5,0.51
5196,6900,5,99.49
5192,6900,9,0.31
5210,6900,9,99.69
5192,6912,0,100
5192,6913,0,100
5192,6914,0,100
5192,6915,0,100
5186,6916,0,96.41
5192,6916,0,3.08
5236,6916,0,0.51
5192,6917,0,100
5192,6918,0,100
5236,6919,0,100
5233,6921,0,100
5203,6922,0,100
5192,6924,0,3.24
5225,6924,0,96.76
5192,6925,0,0.24
5236,6925,0,99.76
5236,6926,0,100
5236,6927,0,100
5194,6928,0,100
5187,6929,0,100
5148,6930,0,100
5192,6932,0,100
5192,6933,0,3.02
5205,6933,0,96.98
5141,6934,0,3.97
5151,6934,0,95.82
5194,6934,0,0.21
5151,6935,0,100
5161,6936,0,100
5237,6937,0,100
5237,6938,0,100
5237,6938,1,100
5237,6939,1,100
5237,6939,2,100
5214,6942,0,2.99
5221,6942,0,97.01
5231,6943,0,100
5176,6944,0,0.25
5180,6944,0,99.75
5208,6945,0,99.8
5212,6945,0,0.2
5212,6946,0,100
5226,6947,0,100
5214,6948,0,99.55
5221,6948,0,0.45
5176,6949,0,100
5226,6950,0,100
5192,6951,8,100
5192,6951,17,100
5192,6951,18,100
5192,6951,19,100
5192,6951,20,100
5192,6951,23,100
5167,6952,0,97.24
5176,6952,0,0.59
5214,6952,0,2.17
5226,6953,0,100
5226,6954,0,100
5226,6954,1,100
5226,6955,0,100
5226,6955,1,100
5226,6956,0,100
5226,6957,0,100
5226,6958,0,100
5226,6958,2,100
5192,6959,0,100
5192,6959,2,100
5192,6959,3,100
5192,6959,4,100
5192,6959,5,100
5226,6960,0,100
5192,6962,0,100
5192,6963,0,100
5192,6963,2,100
5192,6964,0,100
5192,6965,0,100
5192,6966,0,100
5192,6967,0,100
5192,6968,0,100
5192,6974,0,100
5192,6976,0,100
5192,6977,0,100
5192,6978,0,100
5192,6979,0,100
5178,6980,0,100
5149,6981,11,100
5178,6981,12,100
5181,6981,15,100
5149,6981,16,99.39
5207,6981,16,0.61
5141,6982,0,99.5
5151,6982,0,0.5
5193,6983,0,98.53
5206,6983,0,1.47
5216,6984,0,100
5181,6986,0,0.46
5207,6986,0,99.54
5200,6986,2,100
5149,6986,3,0.36
5181,6986,3,99.64
5171,6987,0,100
5213,6988,0,100
5178,6989,0,100
5141,6990,0,97.31
5230,6990,0,2.69
5206,6991,0,100
5151,6992,0,0.69
5230,6992,0,99.31
5151,6992,1,95.69
5161,6992,1,4.31
5151,6993,0,98.63
5230,6993,0,1.37
5143,6994,0,100
5202,6995,0,100
5178,6995,2,100
5202,6996,0,100
5202,6997,0,3.29
5222,6997,0,96.71
5202,6998,0,100
5146,6999,0,100
3901,7000,0,99.57
3911,7000,0,0.41
3945,7000,0,0.02
3722,7012,0,0.64
3731,7012,0,99.36
3722,7013,0,100
3734,7014,0,100
3722,7015,0,1.31
3733,7015,0,98.69
3734,7016,0,100
3732,7017,0,100
3732,7018,0,100
3732,7019,0,100
3941,7023,0,100
3926,7026,0,100
3921,7027,0,100
3921,7027,1,100
3921,7027,3,100
3921,7028,0,100
3921,7028,1,100
3921,7029,0,100
3575,7031,0,100
3575,7032,0,100
3921,7050,0,100
3921,7056,0,100
3921,7057,0,100
3921,7058,0,100
3911,7062,0,100
3932,7063,0,100
3932,7064,0,100
3911,7074,0,100
3911,7075,0,100
3506,7076,0,0.56
3911,7076,0,99.44
3506,7077,0,100
3506,7078,0,100
3506,7082,0,100
3513,7083,0,100
3542,7084,0,100
3672,7104,0,100
3672,7106,0,100
3672,7107,0,100
3672,7109,0,100
3618,7110,0,100
3619,7111,0,100
3619,7112,0,100
3618,7113,0,100
3618,7114,0,100
3618,7115,0,100
3618,7116,0,100
3603,7116,2,100
3672,7122,0,100
3619,7126,0,100
3619,7127,0,100
3619,7128,0,100
3619,7130,0,100
3619,7130,2,100
3603,7132,0,100
3981,7134,0,0.64
3988,7134,0,99.36
3988,7137,0,100
3988,7138,0,100
3619,7141,0,100
3618,7142,0,100
3618,7143,0,100
3618,7144,0,99.62
3619,7144,0,0.38
3618,7145,0,100
3618,7146,0,100
3618,7147,0,100
3618,7148,0,100
3618,7149,0,100
3582,7151,0,100
3581,7152,0,100
3572,7153,0,100
3619,7154,0,100
3619,7155,0,100
3619,7156,0,100
3619,7156,1,100
3619,7157,0,100
3981,7158,0,100
3981,7159,0,100
3981,7162,0,100
3981,7163,0,100
3981,7164,0,100
3981,7165,0,100
3987,7166,0,100
3987,7167,0,100
3987,7168,0,100
3985,7172,0,98.64
3987,7172,0,1.36
3985,7173,0,100
3985,7174,0,100
3985,7175,0,100
3985,7176,0,100
3982,7180,0,100
3982,7182,0,100
3982,7183,0,100
3983,7184,0,100
3983,7185,0,100
3982,7186,0,100
3986,7187,0,100
3986,7188,0,100
3986,7189,0,100
3945,7202,0,100
3945,7203,0,100
3946,7204,0,99.88
3955,7204,0,0.12
3947,7205,0,100
3955,7206,0,100
3954,7208,0,100
3972,7212,0,100
3972,7212,1,100
3972,7212,2,100
3961,7213,0,100
3961,7214,0,100
3961,7215,0,99.62
3972,7215,0,0.38
3962,7220,0,100
3891,7222,0,42.7
3962,7222,0,57.3
3891,7223,0,100
3891,7224,0,100
3891,7226,0,8.18
3962,7226,0,91.82
3962,7226,2,100
3962,7228,0,100
3962,7228,1,100
3863,7231,0,100
3862,7232,0,100
3863,7233,0,100
3861,7235,0,100
3882,7240,0,90.97
3891,7240,0,9.03
3881,7241,0,100
3891,7242,0,100
3891,7243,0,100
3891,7244,0,100
3891,7245,0,100
3891,7246,0,100
3871,7247,0,100
3871,7249,0,94.83
3881,7249,0,5.17
3871,7250,0,100
3871,7252,0,100
3851,7260,0,99.89
3921,7260,0,0.11
3851,7265,0,97.72
3871,7265,0,2.28
3851,7270,0,100
3851,7272,0,100
3851,7276,0,100
3851,7277,0,100
3851,7278,0,100
3953,7302,0,1.77
3955,7302,0,98.23
3955,7303,0,100
3951,7304,0,0.38
3953,7304,0,99.62
3951,7306,0,100
3952,7307,0,100
3291,7310,0,100
3294,7312,0,100
3294,7313,0,96.77
3955,7313,0,3.23
3294,7314,0,100
3294,7315,0,78.1
3733,7315,0,21.9
3291,7317,0,11.73
3294,7317,0,88.27
3294,7317,3,100
3296,7320,0,100
3297,7323,0,100
3297,7324,0,100
3293,7325,0,100
3293,7326,0,100
3672,7402,0,3.02
3721,7402,0,96.98
3723,7403,0,100
3673,7404,0,100
3637,7405,0,92.04
3661,7405,0,7.96
3673,7407,0,100
3661,7408,0,100
3661,7408,1,100
3640,7411,0,100
3638,7412,0,100
3633,7413,0,100
3633,7414,0,100
3661,7415,0,4.88
3673,7415,0,95.12
3673,7415,2,100
3673,7416,0,100
3673,7417,0,100
3673,7418,0,100
3673,7419,0,100
3661,7421,0,99.45
3663,7421,0,0.55
3661,7422,0,100
3661,7423,0,100
3661,7423,2,100
3661,7424,0,100
3661,7424,1,100
3663,7425,0,100
3662,7426,0,100
3670,7427,0,100
3669,7428,0,100
3668,7430,0,100
3711,7430,2,100
3668,7431,1,100
3668,7431,2,100
3712,7432,0,100
3703,7433,0,14.16
3705,7433,0,85.84
3707,7433,3,100
3708,7433,4,100
3703,7433,5,100
3695,7434,0,100
3694,7435,0,100
3694,7436,0,100
3693,7437,0,100
3691,7438,0,100
3701,7440,0,100
3701,7442,0,100
3701,7443,0,100
3713,7444,0,100
3713,7445,0,100
3681,7446,0,100
3681,7447,0,100
3681,7447,1,100
3681,7448,0,100
3506,7450,0,8.45
3542,7450,0,91.55
3542,7451,0,100
3543,7452,0,100
3543,7453,0,100
3543,7454,0,100
3543,7455,0,100
3543,7456,0,100
3543,7456,2,100
3543,7457,0,100
3542,7458,0,100
3542,7459,0,100
3543,7460,0,100
3543,7462,0,100
3543,7463,0,100
3543,7464,0,100
3542,7472,0,100
3542,7473,0,100
3544,7477,0,100
3544,7482,0,100
3544,7482,1,100
3544,7482,2,100
3544,7484,0,100
3542,7492,0,100
3514,7493,0,100
3544,7494,0,4.72
3851,7494,0,95.28
3782,7500,0,0.46
3787,7500,0,99.54
3781,7502,0,100
3786,7503,0,100
3782,7504,0,1.43
3784,7504,0,98.02
3786,7504,0,0.55
3782,7505,0,100
3787,7512,0,52.91
3790,7512,0,47.09
3790,7513,0,100
3790,7513,2,100
3789,7514,0,100
3789,7514,2,100
3789,7515,0,100
3792,7516,0,100
3789,7517,0,100
3785,7522,0,100
3783,7523,0,100
3791,7524,0,100
3788,7525,0,100
3788,7526,0,100
3746,7527,0,100
3746,7530,0,100
3847,7532,0,100
3847,7533,0,100
3847,7534,0,100
3847,7535,0,100
3847,7536,0,100
3847,7537,0,100
3746,7542,0,100
3746,7543,0,100
3762,7545,0,100
3762,7546,0,100
3762,7550,0,100
3762,7551,0,100
3762,7552,0,100
3762,7553,0,100
3762,7554,0,100
3762,7554,2,100
3764,7556,0,100
3764,7557,0,100
3764,7558,0,100
3764,7559,0,100
3764,7560,0,100
3752,7562,0,100
3752,7563,0,100
3792,7602,0,100
3792,7603,0,100
3792,7604,0,100
3792,7605,0,100
3792,7606,0,100
3792,7606,1,100
3792,7608,0,100
3792,7610,0,100
3561,7710,0,100
3561,7710,2,100
3561,7741,0,100
3561,7742,0,100
3561,7742,2,100
3561,7742,3,100
3551,7743,0,100
3551,7743,2,33.33
3561,7743,2,66.67
3551,7744,0,100
3561,7745,0,100
3561,7746,0,100
3551,7747,0,100
3551,7748,0,100
261,8001,0,100
261,8002,0,100
261,8003,0,100
261,8004,0,100
261,8005,0,100
261,8006,0,100
261,8008,0,100
261,8032,0,100
261,8037,0,100
261,8038,0,100
261,8041,0,100
261,8044,0,100
191,8044,1,99.67
261,8044,1,0.33
261,8045,0,100
261,8046,0,100
261,8047,0,100
261,8048,0,100
261,8049,0,100
261,8050,0,100
191,8051,0,0.34
261,8051,0,99.66
66,8052,0,0.04
97,8052,0,0.37
261,8052,0,99.59
261,8053,0,100
261,8055,0,100
261,8057,0,100
261,8064,0,100
245,8102,0,100
249,8103,0,100
251,8104,0,100
96,8105,0,100
96,8105,2,100
96,8106,2,100
83,8107,0,99.9
94,8107,0,0.1
84,8108,0,100
4048,8109,0,100
94,8112,0,100
82,8113,0,100
85,8114,0,100
87,8115,0,100
193,8117,0,100
193,8118,0,100
193,8121,0,100
195,8122,0,100
195,8123,0,100
195,8124,0,100
161,8125,0,99.57
261,8125,0,0.43
160,8126,0,100
154,8127,0,32.98
192,8127,0,1.51
195,8127,0,65.51
192,8132,0,100
192,8132,2,96.59
195,8132,2,3.41
192,8133,0,100
131,8134,0,99.92
261,8134,0,0.08
136,8135,0,99.59
295,8135,0,0.41
295,8135,2,100
295,8135,3,100
141,8136,0,100
242,8142,0,0.08
248,8142,0,98.61
261,8142,0,1.31
13,8143,0,100
13,8143,2,35.71
248,8143,2,7.14
261,8143,2,57.14
62,8152,0,0.21
66,8152,0,96.38
97,8152,0,2.99
261,8152,0,0.43
66,8152,1,100
66,8152,2,100
97,8153,0,100
92,8154,0,100
90,8155,0,99.47
101,8155,0,0.53
90,8155,1,100
90,8156,0,100
86,8157,0,100
95,8158,0,100
88,8162,0,0.24
101,8162,0,99.76
101,8162,1,100
81,8164,0,99.75
88,8164,0,0.25
99,8165,0,100
93,8165,2,100
98,8165,3,100
91,8166,0,100
89,8172,0,100
88,8173,0,100
88,8174,0,0.5
100,8174,0,99.5
100,8175,0,100
53,8180,0,99.92
58,8180,0,0.03
72,8180,0,0.06
60,8181,0,100
59,8182,0,100
51,8184,0,100
72,8185,0,100
102,8187,0,100
58,8192,0,99.59
59,8192,0,0.41
58,8192,1,100
55,8193,0,99.92
58,8193,0,0.08
61,8194,0,100
70,8195,0,100
70,8196,0,0.16
71,8196,0,99.84
55,8197,0,0.09
67,8197,0,99.91
2937,8200,0,0.37
2939,8200,0,99.63
2939,8203,0,100
2939,8207,0,100
2939,8208,0,100
2937,8212,0,99.55
2939,8212,0,0.45
34,8212,4,100
2904,8213,0,100
2901,8214,0,100
2971,8215,0,100
2972,8216,0,100
2904,8217,0,0.21
2973,8217,0,0.21
2974,8217,0,99.58
2974,8218,0,100
2973,8219,0,100
2932,8222,0,99.83
2939,8222,0,0.17
2904,8223,0,1.1
2932,8223,0,98.9
2903,8224,0,99.58
2904,8224,0,0.42
2901,8225,0,1.9
2953,8225,0,98.1
2901,8226,0,0.32
2951,8226,0,0.16
2952,8226,0,99.52
2951,8228,0,100
2939,8231,0,100
2936,8232,0,100
2931,8233,0,100
2919,8234,0,100
2917,8235,0,100
2914,8236,0,100
2920,8236,2,100
2915,8239,0,100
2920,8240,0,100
2920,8241,0,100
2920,8242,0,100
2920,8242,1,100
2920,8243,0,100
27,8245,0,100
27,8246,0,100
29,8247,0,100
34,8248,0,100
4545,8252,0,1.03
4546,8252,0,98.97
4545,8253,0,100
4545,8253,2,100
4536,8254,0,100
4536,8255,0,100
4871,8259,0,100
4871,8259,2,100
4871,8259,3,100
4871,8259,4,100
2964,8260,0,100
2962,8261,0,100
2963,8262,0,100
2961,8263,0,100
4806,8264,0,96.62
4826,8264,0,3.38
4826,8265,0,100
4864,8266,0,100
4801,8267,0,100
4851,8268,0,100
4851,8268,2,100
4851,8269,0,100
4646,8272,0,100
4646,8273,0,100
4696,8274,0,100
4651,8274,2,100
4643,8280,0,0.02
4671,8280,0,98.69
4696,8280,0,1.29
62,8302,0,100
52,8303,0,100
69,8304,0,98.05
191,8304,0,1.95
54,8305,0,100
200,8306,0,100
199,8307,0,0.06
296,8307,0,99.94
296,8307,2,100
172,8308,0,0.09
296,8308,0,99.91
172,8308,2,17.5
180,8308,2,5
296,8308,2,77.5
62,8309,0,0.54
64,8309,0,99.46
176,8310,0,59.02
230,8310,0,40.98
176,8310,1,100
213,8311,0,100
176,8312,0,100
296,8314,0,100
176,8315,0,100
176,8317,0,100
172,8320,0,100
178,8322,0,99.31
182,8322,0,0.69
178,8322,2,100
177,8330,0,100
177,8331,0,100
178,8332,0,100
178,8332,2,100
173,8335,0,100
111,8340,0,0.18
113,8340,0,0.21
117,8340,0,99.56
121,8340,0,0.06
117,8342,0,100
111,8344,0,100
111,8345,0,97.69
121,8345,0,2.31
219,8352,0,100
230,8352,2,100
294,8353,0,100
226,8354,0,0.81
294,8354,0,99.19
294,8355,0,1.04
4551,8355,0,98.96
4551,8356,0,100
4551,8357,0,100
4724,8360,0,92.41
4746,8360,0,7.59
4724,8360,2,100
4721,8362,0,100
228,8363,0,3.56
4721,8363,0,96.44
4724,8370,0,0.32
4761,8370,0,99.68
4761,8371,0,100
4726,8372,0,23.62
4761,8372,0,76.38
4726,8374,0,100
4726,8374,2,100
3392,8376,0,4.41
4726,8376,0,95.59
3394,8376,2,1.52
4726,8376,2,98.48
230,8400,0,100
230,8404,0,100
230,8404,2,100
230,8404,3,100
226,8405,0,0.12
230,8405,0,99.88
230,8406,0,100
230,8408,0,100
230,8409,0,100
223,8412,0,100
223,8412,1,100
223,8412,2,100
223,8413,0,100
24,8414,0,100
23,8415,0,100
23,8415,1,100
28,8416,0,100
226,8418,0,100
215,8421,0,100
224,8422,0,100
56,8424,0,100
65,8425,0,100
63,8426,0,100
57,8427,2,100
56,8427,3,0.15
68,8427,3,99.85
57,8428,0,99.47
68,8428,0,0.53
221,8442,0,100
31,8444,0,100
25,8447,0,98.01
34,8447,0,1.99
30,8450,0,100
33,8451,0,100
21,8452,0,100
33,8453,0,100
2933,8454,0,100
2938,8455,0,100
32,8457,0,100
26,8458,0,100
43,8459,0,100
35,8460,0,100
33,8461,0,100
38,8462,0,100
22,8463,0,100
35,8464,0,97.26
38,8464,0,2.74
40,8465,0,100
40,8465,1,100
37,8466,0,0.81
40,8466,0,99.19
41,8467,0,100
44,8468,0,100
44,8468,2,100
214,8471,0,100
214,8471,2,100
214,8471,3,100
214,8471,4,100
214,8471,5,100
227,8472,0,100
216,8474,0,100
37,8475,0,100
42,8476,0,99.18
4536,8476,0,0.82
36,8477,0,100
39,8478,0,100
211,8479,0,100
230,8482,0,90.37
296,8482,0,9.63
231,8483,0,87.48
296,8483,0,12.52
180,8484,0,100
180,8484,2,100
180,8486,0,2.24
231,8486,0,97.76
231,8487,0,100
231,8487,1,100
182,8488,0,0.21
228,8488,0,99.79
182,8489,0,100
182,8489,1,100
182,8489,2,100
181,8492,0,84.14
228,8492,0,15.86
181,8493,0,3.15
297,8493,0,96.85
114,8494,0,0.15
297,8494,0,99.85
228,8495,0,68.45
4726,8495,0,31.55
114,8496,0,99.63
3394,8496,0,0.37
114,8497,0,100
111,8498,0,21.6
114,8498,0,70.71
117,8498,0,7.69
297,8499,0,89.07
4726,8499,0,10.93
4561,8500,0,0.4
4566,8500,0,91.08
4571,8500,0,7.2
4591,8500,0,0.77
4611,8500,0,0.56
220,8500,4,0.79
4566,8500,4,99.21
4841,8505,0,100
4841,8505,2,100
4811,8506,0,100
4816,8507,0,98.52
4826,8507,0,1.48
4816,8508,0,97.35
4841,8508,0,2.65
4611,8512,0,100
4611,8512,2,100
4611,8512,3,100
4711,8514,0,9.07
4881,8514,0,90.93
4551,8522,0,100
4551,8522,2,100
220,8523,0,99.47
294,8523,0,0.53
4616,8524,0,100
4616,8524,2,100
4601,8525,0,100
36,8525,2,30.23
4601,8525,2,69.77
4601,8526,0,100
4621,8532,0,100
4621,8532,2,98.72
4811,8532,2,1.28
4811,8535,0,95.82
4821,8535,0,4.18
4621,8536,0,0.15
4811,8536,0,1.53
4821,8536,0,98.32
4821,8537,0,100
4821,8537,2,100
230,8542,0,0.14
298,8542,0,99.86
298,8543,0,100
298,8543,1,100
298,8543,2,100
298,8544,0,100
225,8545,0,100
225,8545,1,99.29
230,8545,1,0.71
4571,8546,0,100
4571,8546,2,100
298,8546,3,100
4571,8547,0,100
218,8548,0,100
4561,8552,0,99.7
4566,8552,0,0.3
4590,8553,2,100
4590,8553,3,100
4590,8553,4,100
4590,8553,5,100
4951,8554,0,100
4881,8554,3,3.86
4951,8554,3,96.14
4831,8555,0,100
4951,8556,0,100
4951,8556,2,100
4951,8556,3,100
4951,8556,4,100
4701,8558,0,2.26
4846,8558,0,97.74
4941,8560,0,94.85
4951,8560,0,5.15
4941,8561,0,100
4701,8564,0,100
4701,8564,2,87.5
4951,8564,2,12.5
4701,8564,3,100
4701,8564,4,100
4701,8564,5,100
4951,8564,6,100
4701,8564,7,100
4701,8564,8,100
4666,8565,0,100
4666,8566,0,100
4666,8566,2,100
4666,8566,4,100
4666,8566,5,100
4891,8570,0,0.88
4946,8570,0,99.12
4891,8572,0,100
4891,8572,2,100
4891,8572,3,100
4891,8572,4,100
4666,8573,0,100
4666,8573,2,100
4666,8573,3,100
4683,8574,1,100
4683,8574,2,100
4683,8574,3,100
4683,8574,4,100
4911,8575,0,99.67
4946,8575,0,0.33
4911,8575,1,88.5
4921,8575,1,11.5
4891,8576,0,100
4501,8577,0,0.17
4756,8577,0,99.83
4416,8580,0,0.03
4441,8580,0,0.46
4461,8580,0,99.51
4446,8580,3,100
3202,8580,5,2.04
4461,8580,5,97.96
4416,8580,7,100
4461,8580,8,100
4461,8581,0,100
4406,8582,0,99.37
4416,8582,0,0.63
4506,8583,0,100
4506,8583,1,100
4506,8583,2,100
4911,8584,0,100
4891,8584,1,18.1
4911,8584,1,81.9
4901,8585,1,100
4901,8585,2,100
4681,8585,4,100
4681,8585,5,100
4681,8585,7,100
4681,8585,8,100
4901,8585,9,100
4901,8585,10,100
4476,8586,0,100
4901,8586,2,100
4476,8586,3,94.21
4681,8586,3,5.79
4476,8586,5,100
4476,8586,7,100
4476,8586,8,100
4476,8586,9,100
4901,8586,10,100
4461,8587,0,100
4511,8588,0,100
4511,8589,0,100
4436,8590,0,99.94
4451,8590,0,0.06
4451,8592,0,100
4426,8593,0,100
4656,8594,0,100
4641,8595,0,100
4691,8596,0,100
4691,8596,1,100
4691,8597,0,100
4643,8598,0,99.87
4671,8598,0,0.13
4441,8599,0,100
54,8600,0,0.09
191,8600,0,99.67
197,8600,0,0.24
200,8602,0,100
191,8603,0,0.11
197,8603,0,99.89
199,8604,0,100
199,8605,0,100
198,8606,0,100
194,8606,2,100
119,8607,0,95.98
196,8607,0,4.02
112,8608,0,99.49
113,8608,0,0.51
198,8610,0,100
115,8614,0,100
198,8614,2,100
198,8615,0,100
198,8615,2,100
198,8616,0,100
115,8617,0,0.44
196,8617,0,99.44
198,8617,0,0.11
157,8618,0,100
121,8620,0,100
121,8623,0,99.88
177,8623,0,0.12
115,8624,0,99.84
121,8624,0,0.16
115,8625,0,100
115,8626,0,100
115,8627,0,0.11
116,8627,0,99.79
153,8627,0,0.11
118,8630,0,99.89
3340,8630,0,0.11
113,8632,0,100
112,8633,0,99.65
3340,8633,0,0.35
153,8634,0,100
113,8635,0,100
113,8636,0,0.13
118,8636,0,0.17
120,8636,0,97.9
3342,8636,0,1.8
120,8637,0,99.8
3342,8637,0,0.2
3342,8638,0,100
3340,8640,0,100
1322,8640,3,100
3340,8645,0,100
3340,8646,0,100
154,8700,0,100
161,8702,0,100
151,8703,0,98.06
152,8703,0,0.12
154,8703,0,1.82
152,8704,0,100
156,8706,0,100
159,8707,0,100
155,8708,0,100
158,8712,0,100
158,8713,0,100
153,8714,0,98.95
3340,8714,0,1.05
3340,8715,0,100
3338,8716,0,100
3312,8717,0,100
3315,8718,0,100
3313,8722,0,99.26
3315,8722,0,0.74
3315,8723,0,100
3315,8723,2,100
3341,8725,0,100
3341,8725,2,98.32
3342,8725,2,1.68
3341,8726,0,64.2
3379,8726,0,35.8
3342,8727,0,100
1347,8730,0,0.21
3338,8730,0,1.17
3339,8730,0,98.42
3341,8730,0,0.21
3342,8732,0,100
3342,8733,0,100
3340,8734,0,6.3
3342,8734,0,93.7
3342,8735,0,100
3342,8735,2,100
3313,8737,0,1.03
3341,8737,0,98.97
3313,8738,0,0.2
3341,8738,0,99.8
3313,8739,0,2.94
3341,8739,0,97.06
1631,8750,0,0.18
1632,8750,0,99.82
1632,8750,2,100
1367,8750,3,0.65
1632,8750,3,99.35
1218,8751,0,100
1630,8752,0,100
1630,8753,0,100
1630,8754,0,0.14
1632,8754,0,99.86
1631,8755,0,0.33
1632,8755,0,99.67
1631,8756,0,100
1630,8757,0,100
1630,8758,0,100
1631,8762,0,100
1631,8762,2,100
1631,8762,3,100
1631,8765,0,100
1631,8766,0,100
1631,8767,0,100
1631,8772,0,100
1631,8773,0,100
1631,8774,0,100
1631,8775,1,100
1631,8775,2,100
1631,8777,0,100
1631,8777,2,100
1631,8782,0,100
1631,8783,0,100
1631,8784,0,100
141,8800,0,100
135,8802,0,100
135,8803,0,0.07
139,8803,0,99.93
142,8804,0,100
138,8805,0,100
1322,8806,0,69.8
1323,8806,0,30.2
1322,8807,0,100
1322,8808,0,100
295,8810,0,100
295,8815,0,100
295,8816,0,100
142,8820,0,100
140,8824,0,100
134,8825,0,100
1321,8832,0,0.18
1322,8832,0,0.25
1323,8832,0,99.57
1322,8832,2,100
138,8833,0,99.26
1323,8833,0,0.74
1321,8834,0,98.06
1323,8834,0,1.94
1321,8835,0,100
1301,8836,0,94.64
1321,8836,0,2.55
1706,8836,0,2.81
1301,8840,0,100
1301,8840,2,100
1301,8841,0,100
1368,8842,0,3.14
1372,8842,0,0.09
1375,8842,0,96.77
1368,8843,0,96.13
1372,8843,0,3.87
1301,8844,0,98.36
1375,8844,0,1.64
1375,8845,0,100
1301,8846,0,99.73
1341,8846,0,0.27
1301,8847,0,99.59
1321,8847,0,0.41
1361,8849,0,99.68
1372,8849,0,0.32
1341,8852,0,100
1342,8853,0,0.23
1344,8853,0,99.17
1349,8853,0,0.6
1342,8854,0,26.55
1346,8854,0,49.97
1349,8854,0,23.48
1342,8854,2,100
1346,8855,0,0.5
1347,8855,0,3.98
1349,8855,0,95.53
1347,8856,0,100
1348,8857,0,100
1343,8858,0,100
1346,8862,0,100
1346,8863,0,100
1345,8864,0,100
1630,8865,0,100
1630,8866,0,86.06
3315,8866,0,13.94
1630,8867,0,100
1630,8868,0,100
1630,8872,0,12.36
3311,8872,0,18.61
3316,8872,0,69.02
3311,8873,0,100
1630,8874,0,100
3295,8877,0,100
3295,8878,0,100
3298,8880,0,100
3298,8881,1,100
3298,8881,6,100
3295,8882,0,100
3295,8883,0,100
3295,8884,0,100
3295,8885,0,100
3293,8886,0,100
3293,8887,0,100
3292,8888,0,0.2
3293,8888,0,99
3296,8888,0,0.8
3293,8889,0,100
3292,8890,0,99.79
3298,8890,0,0.21
3292,8892,0,0.71
3298,8892,0,99.29
3292,8893,0,99.4
3298,8893,0,0.6
3292,8894,0,100
3292,8895,0,100
3292,8896,0,95.95
3295,8896,0,3.74
3298,8896,0,0.31
3292,8897,0,100
3292,8898,0,66.23
3295,8898,0,33.77
247,8902,0,1.43
250,8902,0,98.57
242,8903,0,100
241,8904,0,100
4084,8905,2,100
4061,8905,3,100
3,8906,0,100
14,8907,0,100
5,8908,0,100
2,8909,0,100
2,8910,0,100
12,8911,0,100
10,8912,0,100
11,8913,0,100
1,8914,0,100
1,8914,2,100
4,8915,0,100
4071,8916,0,100
4073,8917,0,100
4079,8918,0,100
4238,8919,0,100
4,8925,0,100
6,8926,0,100
6,8926,2,100
6,8926,3,100
9,8932,0,100
8,8933,0,100
7,8934,0,100
137,8942,0,100
244,8951,0,32.23
249,8951,0,6.89
251,8951,0,60.88
243,8952,0,1.19
247,8952,0,97.62
249,8952,0,0.5
261,8952,0,0.7
243,8953,0,99.89
4040,8953,0,0.11
244,8954,0,100
246,8955,0,100
4030,8956,0,100
4040,8957,0,100
4023,8962,0,100
4062,8964,0,0.1
4075,8964,0,99.9
4062,8965,0,100
4074,8966,0,100
4022,8967,0,0.12
4023,8967,0,0.12
4081,8967,0,99.76
3203,9000,0,100
3203,9008,0,93.09
3204,9008,0,6.91
3203,9010,0,100
3203,9011,0,100
3024,9012,0,2.83
3203,9012,0,97.17
3005,9014,0,0.23
3203,9014,0,99.77
3203,9015,0,96.4
3443,9015,0,3.6
3203,9016,0,100
3203,9030,0,0.2
3442,9030,0,99.8
3442,9030,3,100
3442,9032,0,99.11
3444,9032,0,0.89
3219,9033,0,100
3034,9034,0,0.19
3212,9034,0,99.81
3031,9035,0,99.4
3212,9035,0,0.6
3032,9036,0,0.44
3212,9036,0,99.56
3023,9037,0,91.43
3034,9037,0,0.71
3203,9037,0,7.5
3212,9037,0,0.36
3031,9038,0,3.17
3032,9038,0,0.13
3034,9038,0,96.69
3023,9042,0,98.71
3024,9042,0,0.1
3203,9042,0,1.19
3021,9043,0,0.35
3022,9043,0,0.09
3025,9043,0,99.29
3036,9043,0,0.27
3036,9044,0,100
3101,9050,0,59.09
3102,9050,0,2.7
3103,9050,0,18.18
3104,9050,0,0.15
3105,9050,0,19.87
3103,9050,2,100
3104,9050,3,100
3101,9050,5,95.6
3103,9050,5,4.4
3103,9050,6,98.62
3105,9050,6,1.38
3101,9050,7,1.02
3104,9050,7,98.98
3024,9052,0,98.61
3104,9052,0,1.39
3024,9053,0,97.61
